Id,Fen,Moves,Rating,RatingDeviation
Ee02q,r3b1k1/3q1ppp/5b2/3N4/p2P1B2/P3Q3/1Pp2PPP/2K1R3 b - - 0 24,d7d5 e3e8 a8e8 e1e8,600,109
Ee5iS,8/8/8/8/8/6pk/7p/5rRK w - - 4 75,g1f1 g3g2,600,112
EeMyQ,5r1k/7p/7P/8/bp1Rp3/3p4/5PP1/6K1 b - - 1 35,f8f6 d4d8 a4e8 d8e8 f6f8 e8f8,600,100
EeP5l,r1b3k1/pp3pp1/5q1p/4P3/8/2P5/PPBR2PP/2K4R b - - 0 20,f6e5 d2d8 e5e8 d8e8,600,108
Eeqr1,2r3k1/4Rp1p/6p1/8/8/P7/4r1PP/7K w - - 0 31,e7e2 c8c1 e2e1 c1e1,600,87
Ef2OL,8/2p5/p1pr4/Pp4kp/1P2K3/2P1N1P1/8/8 b - - 4 40,d6d1 e3d1,600,101
Ef7be,5k2/4pp1p/3p2p1/1N1P4/r1p1P3/8/1n2RPPP/6K1 w - - 0 33,e2b2 a4a1 b2b1 a1b1,600,86
EfSZm,5r1k/p5pp/1p6/8/2p5/3n1Q2/PP3P1P/4R2K b - - 0 28,f8f3 e1e8 f3f8 e8f8,600,86
Efg9u,7k/p4rpp/8/3p4/8/3P1qP1/PP4NP/R3R2K b - - 4 29,f3d3 e1e8 f7f8 e8f8,600,101
Eh43H,3r2k1/3R1ppp/1p2p3/1p2P3/4P3/8/P5PP/2R3K1 b - - 0 29,d8d7 c1c8 d7d8 c8d8,600,92
EhDPx,4r2k/p3r1pp/1p6/8/1P4nP/B5Q1/P4PP1/R2Rq1K1 w - - 5 31,d1e1 e7e1 a1e1 e8e1,600,105
EhchN,2r3k1/5pp1/4p2p/8/R3P3/8/2r2PPP/5RK1 w - - 0 24,f1a1 c2c1 a1c1 c8c1,600,109
Ehp1g,5k2/8/5K2/3P2r1/8/8/R7/8 b - - 1 54,g5d5 a2a8 d5d8 a8d8,600,96
EhsfA,2r3k1/pp3pp1/3R1n1p/7P/8/5PB1/PP4P1/K1qR4 w - - 2 27,d1c1 c8c1,600,94
Ehusg,1r2rk2/5p1p/2p5/6pN/3Pp3/P1p1P3/1PR2PPP/6K1 w - - 0 34,b2c3 b8b1 c2c1 b1c1,600,99
Ei0Wp,6k1/4r1p1/6P1/7P/3Rp1Kb/4P3/8/8 b - - 1 43,h4f6 d4d8 e7e8 d8e8,600,109
EiCYS,4k2r/4rp2/Nb6/3R2p1/8/5QPp/PPPn3P/7K w - - 0 32,d5d2 e7e1 f3f1 e1f1,600,88
EiGB7,6k1/p4ppp/1p2p3/4P3/4r3/3r4/P4PPP/1KR4R b - - 1 26,e4e2 c1c8 d3d8 c8d8,600,87
Eip7c,3r1Q1k/6pp/p5p1/2p1P1P1/8/2N1P2q/1P6/5RK1 b - - 7 32,d8f8 f1f8,600,94
Ej4kx,4rrk1/2p2ppp/p2b4/5R2/3P2Q1/1P5P/PB4P1/R3q2K w - - 2 22,a1e1 e8e1 f5f1 e1f1,600,107
EjGdT,8/7k/p2P4/2p1pN2/2Bbr3/8/P1R3PP/7K w - - 0 41,d6d7 e4e1 c4f1 e1f1,600,88
EjhRC,1k4r1/ppp2p1p/7K/5r2/8/3P4/PP2R2P/4R3 b - - 6 39,f5f3 e2e8 g8e8 e1e8,600,85
Ek7ne,3r4/3r4/2k5/2n4p/1R6/8/PP3PPP/2R3K1 w - - 5 34,b4c4 d7d1 c1d1 d8d1,600,104
EkBPF,2r3k1/1p3p1p/1p1q2p1/8/1P6/P3P3/5PPP/3R2K1 w - - 0 28,d1d6 c8c1 d6d1 c1d1,600,95
EkETm,2r2rk1/1Q3pp1/7p/pp1Pq3/8/1B6/PP3PPP/4R1K1 w - - 0 24,e1e5 c8c1 b3d1 c1d1 e5e1 d1e1,600,107
EkMVW,1r2Q2k/6pp/p1p3p1/3p4/3P4/P1N4P/1nP2qP1/4R2K b - - 1 27,b8e8 e1e8 f2f8 e8f8,600,86
EkNOp,3r4/5pk1/p4p1p/1pp5/5P2/1P6/P3RPPP/1R1r2K1 w - - 1 31,b1d1 d8d1 e2e1 d1e1,600,86
EkrUC,3r2k1/4Nppp/4b1n1/1p6/2P5/1P6/P4PPP/3Q2K1 b - - 1 26,g6e7 d1d8,600,109
EkrV3,6k1/p4ppp/5n2/2p2B1q/5B2/8/PrP3KP/3R1R2 b - - 1 21,h5f5 d1d8 f6e8 d8e8,600,83
EkuTw,4r3/p5p1/3k3p/1r6/2p5/8/P1P2PPP/4R1K1 w - - 0 26,e1e8 b5b1 e8e1 b1e1,600,86
El1RC,3q2k1/p5pp/5B2/8/2p5/bP3Q2/P1P1r1PP/1K6 w - - 0 29,f6d8 e2e1 f3d1 e1d1,600,104
EloWo,k3rQ2/pp6/2pR4/2q4p/7P/P5P1/1P1R1P1K/8 b - - 0 45,e8f8 d6d8 f8d8 d2d8,600,95
ElwSE,2k2r2/1pp5/p6p/P7/1P4p1/2Q3b1/6P1/2R2q1K w - - 2 34,c1f1 f8f1,600,87
Elwpj,4rQ1k/1p4p1/2p4p/p2nq1P1/7b/2PB3P/PP1B4/5R1K b - - 3 31,e8f8 f1f8,600,106
EmVZ4,4r1k1/ppp2ppp/3p4/8/7P/1Q4P1/PP3P2/K3r2R w - - 1 24,h1e1 e8e1 b3d1 e1d1,600,87
Emaiz,3r2k1/p2r1pp1/1p1q3p/4b3/8/P3B2P/1P2QPP1/1R3RK1 w - - 2 29,f1d1 d6d1 b1d1 d7d1,600,113
EnHP0,6k1/p2r1p1p/6pB/4p3/2R5/3p1P2/1b4PP/5K2 b - - 1 38,b2d4 c4c8 d7d8 c8d8,600,85
EobAY,4r2k/2N3pp/p1p5/1p6/5P2/bP4P1/P1Pr4/1K1R4 w - - 0 32,d1d2 e8e1 d2d1 e1d1,600,105
Ep2SE,5r1k/6pp/1p1r4/p7/8/1R4P1/P4P1P/4R1K1 b - - 2 30,f8f6 e1e8 f6f8 e8f8,600,96
Ep4Jh,7k/5p1p/p4p2/2p5/4P3/8/PrP2PPP/3R2K1 w - - 0 26,d1d7 b2b1 d7d1 b1d1,600,97
Ep9u8,1k1r1b1r/p1p3pp/1pP2p2/8/PP1N4/7P/5PP1/R3R1K1 b - - 0 23,d8d4 e1e8 d4d8 e8d8,600,107
EpBBZ,rnbq1rkn/p3b1pp/4p3/2p1P3/3p4/PPNBBN2/2PQ2PP/R3K2R w KQ - 0 14,d3h7 g8h7,600,103
EpOlO,2R2rk1/1b3ppp/1q2p3/3pP3/5P2/P3P2P/1PQ3P1/2R4K b - - 0 26,f8c8 c2c8 b7c8 c1c8 b6d8 c8d8,600,90
EpZ83,8/8/2rkp1p1/p7/P1RK1PP1/8/8/8 b - - 0 41,c6c4 d4c4 g6g5 f4g5,600,108
EptTE,r1Q3k1/5ppp/p2Rp3/8/5q2/P7/1PP2PPP/3R2K1 b - - 0 22,a8c8 d6d8 c8d8 d1d8,600,92
EpvjF,2r3k1/5ppp/p2Qp3/1pPn4/1P6/5P2/q5PP/3R2K1 b - - 2 28,d5e3 d6d8 c8d8 d1d8,600,107
Eq1ad,R4b1N/3kn1pp/2p1p3/2R5/2PP1B2/8/1r3PPP/6K1 w - - 2 27,c5a5 b2b1 f4c1 b1c1,600,100
EqNXV,3r3k/5r2/2p3p1/p3P3/2P5/8/P5PP/5R1K w - - 0 37,f1f7 d8d1 f7f1 d1f1,600,91
Er4RB,7k/2p2rpp/7r/p1p2Q2/2P2p2/1P2P2b/P4PP1/3R1RK1 b - - 0 25,h3f5 d1d8 f7f8 d8f8,600,89
Er9cs,r3Q1k1/2q2p1p/p2p2pB/8/1pp5/2bn2PP/P3RP2/1R4K1 b - - 7 28,a8e8 e2e8,600,106
ErD8X,r1b3k1/pp3p1p/8/6q1/7P/2B5/PPP1r1P1/1K1R3R b - - 0 22,g5g6 d1d8 e2e8 d8e8,600,95
Es5fg,3r1b2/2p3p1/b1n1Bk1p/pp6/4nN2/2P5/PP3PPP/RNB1R1K1 w - - 9 23,e1e4 d8d1 e4e1 d1e1,600,108
EsVsw,r3kr2/3p1q2/2p3Q1/p7/4P3/1PN5/P1P3PP/3R3K w - - 1 27,g6g4 f7f1 d1f1 f8f1,600,105
EtCOn,7k/pp1r2pP/5p2/4pN2/6P1/8/PPP2P2/1K1q3Q w - - 7 32,h1d1 d7d1,600,106
EtEUr,3r1bnr/2p1k1p1/4bp1p/8/4R3/N1P5/PP2QPPP/R1Bq2K1 w - - 2 20,e2d1 d8d1 e4e1 d1e1,600,109
EtwbQ,2r3k1/p4p1p/1p4p1/2nr4/3B1PP1/P1P2K2/4R2P/4R3 b - - 4 33,c5b3 e2e8 c8e8 e1e8,600,94
Eu8a9,2kr4/1pp4R/p4N2/P3b3/3rP1p1/1P6/2P3PP/R6K w - - 1 24,f6g4 d4d1 a1d1 d8d1,600,92
EuJSi,k1Q3r1/pp3p2/5p2/3ppP1p/5nrP/1B1P2N1/P4PP1/2R3K1 b - - 6 27,g8c8 c1c8,600,102
EuOUZ,6k1/1p5p/pqb1N1p1/3p4/8/2Pr4/PP4P1/2K2R1R b - - 1 26,c6e8 f1f8,600,104
EuOxT,r1b3k1/pp3ppp/8/1Pp5/2P2P2/P3r1nP/1B4BK/R2R4 b - - 1 25,g3h5 d1d8 e3e8 d8e8,600,101
EuUUA,1k2R1r1/1p4p1/pP6/2p1R3/2P2p2/5KP1/3r4/8 b - - 1 38,g8e8 e5e8 d2d8 e8d8,600,97
EulBD,2r3k1/3n1ppp/p3p2b/8/3r4/7N/PR3PPP/3R2K1 w - - 6 22,d1d4 c8c1 d4d1 c1d1,600,109
Eur71,8/8/2B5/p7/P1P1RPPp/r5k1/8/7K w - - 1 44,e4e2 a3a1 e2e1 a1e1,600,93
Ev5VZ,8/6P1/8/5n1P/6k1/8/8/6K1 b - - 0 71,f5g7 h5h6 g7f5 h6h7,600,100
EvaeR,rr4k1/1q3ppp/p2Q2n1/1p2p1P1/4P2n/1P1R1PN1/PP6/1KB4R b - - 1 23,b8d8 d6d8 a8d8 d3d8,600,91
Evqkt,1r4k1/5ppp/3p4/8/3bPP2/R1P3PP/6K1/1R6 b - - 0 29,b8b1 a3a8 b1b8 a8b8,600,91
EvvGf,2bqQ1k1/r4ppp/2p5/p1Pp4/2p2B2/2P5/PP3PPP/4R1K1 b - - 2 25,d8e8 e1e8,600,100
EvvuM,6k1/5ppp/q3p3/Qn6/3Pp3/4P3/3N1PPP/2R3K1 b - - 0 27,a6a5 c1c8 a5d8 c8d8,600,103
EvytD,6k1/6p1/Q3pn1p/8/P7/5N2/6PP/3r3K w - - 1 31,f3e1 d1e1 a6f1 e1f1,600,109
Ew91Q,2r2knr/1R4pp/p3pp2/3pP3/3P4/3q1N2/R1P2PPP/6K1 w - - 1 18,c2d3 c8c1 f3e1 c1e1,600,106
EwBnd,r1Q3k1/1p3ppp/5p2/pN2b3/8/1P1q2PK/P1RPr2P/5R2 b - - 7 23,a8c8 c2c8 d3d8 c8d8,600,92
EwG69,2krn2r/pp1b1p1p/n1p1p1pQ/q2pP3/3P2P1/P1N2P2/1PP4P/1K1R1BNR w - - 1 14,h6g7 e8g7,600,93
Ewdr5,r7/pn4p1/3q2kp/1n6/8/2P1N3/PP2RPPP/RNB3K1 w - - 3 24,e3c4 d6d1 e2e1 d1e1,600,106
EwyM5,r3r2k/pR4pp/2p2b2/7Q/3p4/8/P2B2PP/4q2K w - - 0 27,d2e1 e8e1,600,87
ExEFR,1N4k1/pBq2ppp/4bn2/8/P7/6P1/P1Q2P1P/3R2K1 b - - 0 23,c7c2 d1d8 f6e8 d8e8,600,92
Exf95,3r4/2r2pp1/1k5p/p2qPP1P/1p1P2P1/1PpQ4/P1R5/1K1R4 b - - 1 40,d5d4 d3d4 d8d4 d1d4,600,114
Ey6vG,2r1Q2k/p5pp/1p4q1/2p5/4R3/5N1P/Pb1B1PP1/4R1K1 b - - 0 28,c8e8 e4e8 g6e8 e1e8,600,91
EyMIV,2rq2k1/p5pp/3r4/8/8/2P2Q1P/PP3PP1/R1B2bK1 w - - 0 27,g1f1 d6d1,600,113
EyTX2,6k1/7p/2p1ppp1/2Pp4/8/1q2P3/r4PPP/1Q4K1 w - - 0 29,b1b3 a2a1 b3b1 a1b1,600,103
EzESD,8/8/N5pp/8/P7/1r2k3/6PP/2R3K1 w - - 0 41,c1c6 b3b1 c6c1 b1c1,600,97
EzJkB,4r3/p2krppp/3p4/b7/3n1B2/1Q3N2/PPP3PP/3R3K w - - 4 23,f3d4 e7e1 d1e1 e8e1,600,99
EzL0T,5rk1/7p/p2R2p1/2pP4/8/1P6/6PP/2Q2q1K w - - 3 38,c1f1 f8f1,600,101
Ezawm,1k1r1r2/pppqb1p1/5n1p/4p3/1PQ1P3/P1N1B3/2P1R1PP/R5K1 w - - 1 18,a1d1 d7d1 c3d1 d8d1 e2e1 d1e1,600,105
Ezvch,6k1/4rpp1/8/1p1R4/p5P1/P4PKP/2B5/4r3 b - - 3 40,e7b7 d5d8 e1e8 d8e8,600,114
EzyDR,4r1k1/5r1p/6pB/p1p2q2/2Q5/8/1P4PP/5R1K w - - 7 32,f1f5 e8e1 f5f1 e1f1 c4f1 f7f1,600,96
F0UiF,2Q3k1/p4ppq/1n2pn1p/3p4/1B5P/8/PP3PP1/2R3K1 b - - 8 29,b6c8 c1c8 f6e8 c8e8,600,93
F0Vmz,rn5k/ppp3pp/6p1/8/3Pq3/P1P1P1P1/1B5K/R4R2 b - - 1 21,e4e3 f1f8,600,123
F0tBw,8/p7/4kn2/Np6/6pp/1P1Rp3/P5PP/1Nr3K1 w - - 1 32,d3d1 c1d1,600,109
F0zsr,4r2n/pp1q1k1P/2p2p2/5Bp1/5p2/2N5/PPP3Q1/1K6 w - - 0 32,f5d7 e8e1 c3d1 e1d1,600,105
F11uG,6k1/5pp1/3r3p/n7/P7/4PN2/2r2PPP/2R3K1 w - - 0 28,c1c2 d6d1 f3e1 d1e1,600,93
F1p1L,6k1/p4ppp/8/4NbK1/3R3R/P5P1/1P3r2/4r3 b - - 1 35,e1e5 d4d8 e5e8 d8e8,600,89
F26DC,6k1/4pp1p/pp2p1p1/8/2P1q3/1P6/P2r2PP/1Q1R3K w - - 0 27,b1e4 d2d1 e4e1 d1e1,600,106
F3CJ4,6k1/1p3p1p/p5p1/8/3qP3/1Pr2P2/P5PP/3R3K w - - 0 32,d1d4 c3c1 d4d1 c1d1,600,101
F3Fb9,3r2k1/5ppp/p1Q1p3/1p6/8/P7/3r2PP/1q2R2K w - - 0 29,e1b1 d2d1 b1d1 d8d1,600,87
F5OOb,6k1/1p3pp1/8/P5p1/r7/8/5PPP/1R4K1 w - - 0 26,b1b7 a4a1 b7b1 a1b1,600,90
F5fM9,2r3k1/5ppp/4p3/rP2P3/1n1p1P2/6N1/6PP/R6K w - - 0 33,a1a5 c8c1 g3f1 c1f1,600,105
F6HNC,4r3/3k1pp1/3p4/8/P2R4/6Pp/4rP1P/R5K1 w - - 3 36,a1d1 e2e1 d1e1 e8e1,600,109
F6Skp,8/4Q1rk/7p/2pPp3/2B1P2p/p1P5/P7/K7 w - - 2 41,e7h4 g7g1 c4f1 g1f1 h4e1 f1e1,600,88
F6XS2,r3k2r/5ppp/2n1p3/q2p4/bp1P4/Q2BP3/3N1PPP/R4RK1 w kq - 0 19,a3a4 a5a4 a1a4 a8a4,600,106
F75gv,4r1k1/1b4pp/p7/1p1p2N1/8/1B6/PPP2qPP/5R1K w - - 0 25,f1f2 e8e1 f2f1 e1f1,600,95
F7Ejv,3Rr2k/5ppp/p3p3/8/4P3/5P2/P1r3PP/3R3K b - - 1 27,e8g8 d8g8 h8g8 d1d8,600,105
F7MPh,rn2r1k1/1p1q1ppp/p3bB2/3p1N2/8/6P1/PPP1QPBP/R3R1K1 b - - 0 15,e6f5 e2e8 d7e8 e1e8,600,101
F7SOF,5r2/pp1k1r2/2p5/3pQ3/P2P1NP1/5K2/1P6/8 b - - 4 39,f7f4 e5f4 f8f4 f3f4,600,85
F7XJV,1r3Q1k/6pp/pq1p4/4b1P1/1p1pP3/P2P3P/BPP1N3/5R1K b - - 0 27,b8f8 f1f8,600,102
F7sOC,2r2r1k/pp3ppB/5b2/5Q2/8/P7/5PPP/1Rq3K1 w - - 2 23,b1c1 c8c1,600,110
F876p,3R1rk1/p3Qppp/1p6/2p5/q7/2P4P/P4PP1/6K1 b - - 3 30,f8d8 e7d8 a4e8 d8e8,600,107
F87P2,5k2/6p1/2p4p/1p6/7N/1PP1R3/r4PPP/3R2K1 w - - 0 31,d1d7 a2a1 d7d1 a1d1 e3e1 d1e1,600,93
F8rno,2r3k1/2q2pp1/7p/3B3P/6P1/QN1b4/PP6/K1r4R w - - 1 33,b3c1 c7c1 h1c1 c8c1,600,84
F9mUQ,8/5kp1/5q2/7P/4Qp1P/1K6/2P5/8 w - - 6 43,e4g6 f6g6 h5g6 f7g6,600,110
F9qeJ,5r1k/p1p2rb1/3p4/2p2q2/2P1p2p/1P2P1pP/P1Q2PPB/3R1RK1 w - - 0 31,f2g3 f5f1 d1f1 f7f1,600,105
FAAhx,3R2k1/pp3ppp/2p5/4rb2/8/2N2B1P/PPn3P1/2K5 b - - 1 25,e5e8 d8e8,600,89
FALBM,6k1/4qppp/p1pp4/3p4/3P1NQ1/8/P1r2PPP/4R1K1 w - - 1 20,e1e7 c2c1 g4d1 c1d1 e7e1 d1e1,600,105
FAauL,5r1k/6pp/b1p3r1/2P5/1p1P4/5QBP/1P5K/4R3 b - - 0 37,f8f3 e1e8 f3f8 e8f8,600,93
FAsUt,4r1k1/1p4pp/2b5/5Q2/2P2B2/3P2P1/P3rP1P/q4RK1 w - - 0 23,f1a1 e2e1 a1e1 e8e1,600,107
FBGgr,1n4k1/1P1r1p2/7p/2p4P/2R5/PQ2q1p1/6P1/6K1 w - - 0 37,b3e3 d7d1 e3e1 d1e1,600,103
FBMxo,r1k1q3/p6p/3p1Qp1/2pP4/2n2P2/2P5/2P3PP/R1B3K1 w - - 1 23,f4f5 e8e1,600,108
FBTR2,1b2r2k/pp4pp/8/8/6P1/4B2P/3R1PK1/2q5 b - - 3 31,e8e3 d2d8 e3e8 d8e8,600,84
FBYYn,6k1/5ppp/p7/P7/8/P1p4P/3Qr1P1/2R4K b - - 0 29,c3d2 c1c8 e2e8 c8e8,600,88
FBkNq,6k1/2pQP3/6pp/1p3p2/8/r1P1q3/5PPP/4R1K1 w - - 0 36,e1e3 a3a1 d7d1 a1d1 e3e1 d1e1,600,104
FC8kk,1k6/1ppb4/1n4p1/3P4/pPP1PP2/K4Q1p/P1Rq3P/8 w - - 0 36,c2d2 b6c4,600,106
FCLHS,r3q1k1/1b1p1pp1/p3r2p/2pn4/4P2B/P2P1Q2/1PP2PPP/R3R1K1 w - - 0 17,e4d5 e6e1 a1e1 e8e1,600,114
FCZWV,5r1k/p5pp/8/8/4R3/6rP/P5P1/6RK b - - 0 33,f8f2 e4e8 f2f8 e8f8,600,83
FDJPP,6k1/1b3ppp/p1q1pn2/1p6/P7/1PB4P/2P2PP1/3Q1BK1 b - - 0 29,c6c3 d1d8 f6e8 d8e8,600,104
FDKgS,3rQ2k/p5pp/qp3p2/2p5/8/5N2/Pn3PPP/K3R3 b - - 1 30,d8e8 e1e8,600,90
FENv3,7k/p5pp/2q1r3/8/5p2/1P3P2/P5PP/R2R3K b - - 1 33,c6c3 d1d8 e6e8 d8e8,600,108
FESNn,5r1k/6pp/8/1p6/1P3Q2/P4B2/2q2PPP/3R2K1 b - - 0 31,f8f4 d1d8 f4f8 d8f8,600,111
FEiQq,3q1r1k/p4pp1/1p6/4p3/3r4/PP1Q4/R4PPP/3R3K w - - 0 25,d3e2 d4d1 e2d1 d8d1,600,86
FFJEy,2r3k1/1p4pp/pq2p3/3p4/2nP4/PN3Q2/1P4PP/5RK1 b - - 3 25,g8h8 f3f8 c8f8 f1f8,600,90
FFXSL,1R6/1pr5/1P4p1/7p/8/P5Pk/1P3P1P/4R1K1 w - - 2 37,e1e6 c7c1 e6e1 c1e1,600,107
FGQwG,4rQ1k/p5pp/8/4q3/8/7P/PPP1p1B1/5R1K b - - 2 30,e8f8 f1f8,600,86
FGVbV,8/pb1R2pk/2p3pp/2P5/1P6/r3B3/5PPP/6K1 w - - 0 30,d7b7 a3a1 e3c1 a1c1,600,101
FGeQp,3q1Q1k/p2bb1pp/1p2p2r/3pP3/3P4/3B1RP1/PP1N1RKP/2r5 b - - 4 27,e7f8 f3f8 d8f8 f2f8,600,103
FHcMw,2k1Q2r/1ppn4/p7/P7/8/4R1N1/1P3qPp/R6K b - - 6 38,h8e8 e3e8,600,108
FHg2O,2r5/R7/8/8/5N2/P4kP1/5P1P/2rR2K1 w - - 1 32,d1f1 c1f1 g1f1 c8c1,600,107
FI9oX,1r4k1/R4ppp/8/8/8/P5K1/1P4PP/8 b - - 0 25,b8b2 a7a8 b2b8 a8b8,600,101
FIlx2,3r2k1/1R3ppp/1p6/p2P4/4rP2/P3P3/KP1B1b2/8 b - - 2 37,d8d6 b7b8 d6d8 b8d8 e4e8 d8e8,600,87
FIm1V,6k1/1p3ppp/p1q5/4P3/5P2/PP6/2r3bP/1K1Q4 b - - 5 29,g2e4 d1d8 c6e8 d8e8,600,84
FIzeP,r1bqkbnr/pppp1ppp/2n5/8/4P3/4Q3/PPP2PPP/RNB1KBNR b KQkq - 2 4,f8c5 e3c5,600,120
FJ0cc,2k1r3/1pp3pp/p1p5/5p2/4N2Q/3P4/PPP3PP/RN5K w - - 2 19,e4g3 e8e1 g3f1 e1f1,600,108
FJ4kX,8/8/3R4/5P2/8/1r3kP1/3p3P/6K1 w - - 0 49,d6d2 b3b1 d2d1 b1d1,600,100
FJTjf,2r5/1p3pk1/3p2pp/pN1P4/P7/5N2/1P3PPP/6K1 w - - 0 24,b5d6 c8c1 f3e1 c1e1,600,96
FJigf,r2qk2r/pppb1p2/2np1n1p/2b1p1p1/2B1P3/P2P3P/1PP2PPN/RNBQ1RK1 w kq - 2 9,c4f7 e8f7,600,109
FJynW,r1bqk2r/pp1nbppp/2pp1n2/4p3/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 4 7,c4f7 e8f7,600,117
FKBKT,4r3/p5pk/1p5p/2P5/5r2/8/P2Q2PP/7K w - - 0 32,d2f4 e8e1 f4f1 e1f1,600,94
FL4Wm,1r1r1R1k/6p1/pp5p/8/1P2BQ2/q6P/6P1/5R1K b - - 1 28,d8f8 f4f8 b8f8 f1f8,600,106
FL65K,r6k/1pq1b1pp/p2pB3/3Pn1B1/P7/8/1PP2QPP/5RK1 b - - 0 25,e7g5 f2f8 a8f8 f1f8,600,93
FLKVa,3r2k1/p1pr3p/1p2p1p1/5pQ1/2p2P2/P1P4R/1PP2P2/2K5 w - - 4 24,g5f6 d7d1,600,112
FLNvN,1k3br1/ppp4p/5r1p/1PP1P3/P7/8/5PPP/R2R2K1 b - - 0 24,f6f5 d1d8,600,108
FLppi,6k1/2p4p/p3p1p1/1pr5/4P3/8/PP3PPP/3R2K1 w - - 1 22,d1d2 c5c1 d2d1 c1d1,600,87
FM9dq,5r1k/5Qpp/6p1/2n3q1/2p5/P4bP1/1PP2P2/4R1K1 b - - 1 23,f8f7 e1e8 f7f8 e8f8,600,87
FMgdD,2rr2k1/p4p1p/1p3Q2/5p2/4pP2/2P5/PP4PP/R2q3K w - - 5 26,a1d1 d8d1,600,89
FMzhK,4r3/p4rpk/8/3QN2p/8/1N6/PPP3PP/4Rq1K w - - 3 31,e1f1 f7f1,600,108
FN41o,6k1/1pr2pp1/5n1p/p3Q3/5P2/7P/PP4P1/K1q1R3 w - - 5 32,e1c1 c7c1,600,113
FNO7g,6k1/p2r1ppp/1p2p3/1N6/7n/P3P3/1P3PPP/2R3K1 b - - 1 22,a7a6 c1c8 d7d8 c8d8,600,99
FO35Y,3Q2k1/p4rpp/8/q7/r7/8/1pP3PP/1K1R1R2 b - - 0 25,a5d8 d1d8 f7f8 f1f8,600,85
FOoP1,r3k2r/pp1b1pp1/4p2p/2qpP3/3N1P2/1P1Q4/P4KPP/R6R b kq - 1 19,d7b5 d3b5 c5b5 d4b5,600,95
FOwch,6k1/pN1r3p/1bp2p1B/5P2/2p5/8/PP4PP/5R1K w - - 0 31,f1f3 d7d1 f3f1 d1f1,600,123
FPlDg,1k1r4/1q3p2/Rp5p/1Pp5/2Pr1p2/Q5P1/5P1P/5RK1 w - - 2 28,f1a1 d4d1 a1d1 d8d1,600,87
FQNNE,4r1k1/p4p1p/6pB/P7/2P5/5P1q/1P2QP1P/3R2K1 b - - 0 26,e8e2 d1d8 e2e8 d8e8,600,108
FQUNo,3R3k/5rpp/8/1p6/8/5P2/5P2/6K1 b - - 1 39,f7f8 d8f8,600,100
FQY9K,5k2/pp3p2/b4P1p/4P2r/5P2/8/5K2/2R5 b - - 0 36,h5f5 c1c8,600,111
FQtS4,3r1bk1/3r1ppp/1n2p3/4P3/2P1q1Q1/1P2B1R1/P4PPP/R5K1 w - - 9 24,g4e4 d7d1 a1d1 d8d1,600,101
FRLWS,1r4k1/pp1R1ppp/8/8/2r2P2/5P1P/PP3P2/1K1R4 b - - 3 26,c4f4 d7d8 b8d8 d1d8,600,101
FRNdt,6k1/1p3ppp/4n3/2P5/pP2q3/P6P/5PP1/3Q3K b - - 4 37,e6f4 d1d8 e4e8 d8e8,600,102
FRPgX,4r1k1/4qp2/6p1/2P5/P2Q4/1P6/2P2PPP/3R2K1 w - - 1 34,c5c6 e7e1 d1e1 e8e1,600,98
FRbME,r3r1k1/ppp2p1p/4q1p1/4R3/2Q5/2B5/P4PPP/4R1K1 b - - 0 20,e6c4 e5e8 a8e8 e1e8,600,101
FRcr9,4r1k1/2n3p1/4q2p/3prp2/8/2P1B2P/P2Q1PP1/R3R1K1 w - - 0 28,f2f4 e5e3 d2e3 e6e3 e1e3 e8e3,600,86
FS1aG,6k1/2Br1pbp/Q3p1p1/8/1P2P3/P4P2/6PP/2Rq3K w - - 3 35,c1d1 d7d1 a6f1 d1f1,600,98
FS4tZ,6k1/p7/3P2p1/3b3p/8/6P1/P1r3PP/3R3K w - - 0 29,d1d5 c2c1 d5d1 c1d1,600,106
FSEcv,7k/1Q2q1p1/p6p/1p2rB2/8/4P3/PP3PPP/3R2K1 b - - 0 27,e7b7 d1d8 e5e8 d8e8,600,95
FSTT2,6k1/p4p2/2p1p1p1/3r2B1/4rP2/8/P5PP/4R2K w - - 0 37,e1e4 d5d1 e4e1 d1e1,600,100
FSifv,4rr1k/pp4pp/2p5/5N2/8/2P5/P4nP1/4R1K1 b - - 0 33,f8f5 e1e8 f5f8 e8f8,600,84
FSs6w,7r/pR3pk1/1p1P2p1/8/5P2/5pP1/2Q2P2/5qK1 w - - 3 33,g1f1 h8h1,600,104
FT3YF,5rk1/ppp2pp1/3r3p/4q3/2P5/8/PP3PPP/R1B1R1K1 w - - 0 19,e1e5 d6d1 e5e1 d1e1,600,82
FTJnA,2q1Q2k/pp4pp/5p2/8/8/1P4P1/P6P/4R2K b - - 0 41,c8e8 e1e8,600,107
FTRkk,1r4k1/p4ppp/2Q1p3/5n2/3P4/2B1P3/5PPP/q5K1 w - - 0 24,c3a1 b8b1 c6c1 b1c1,600,111
FTw7T,8/5p2/4p3/1P1p2p1/7p/4k3/7P/2K5 b - - 0 46,f7f5 b5b6 g5g4 b6b7,600,99
FU5t7,5q1k/2r5/p1P1RP1R/3p2p1/5b2/1P1B4/P4P1P/6K1 b - - 0 41,f8h6 e6e8 h6f8 e8f8,600,93
FULW1,3r4/1p3ppp/5k2/1Nb2p2/8/8/PPP2PPP/4R1K1 w - - 3 20,e1e2 d8d1 e2e1 d1e1,600,109
